	manual_annotation
116277-Sample_116	Astrocytes
116279-Sample_116	Oligodendrocytes
116290-Sample_116	Astrocytes
116313-Sample_116	Oligodendrocytes
116337-Sample_116	Oligodendrocytes
116346-Sample_116	Astrocytes
116459-Sample_116	Exc. Neurons
116483-Sample_116	Astrocytes
116489-Sample_116	Astrocytes
116539-Sample_116	Astrocytes
116547-Sample_116	Astrocytes
116604-Sample_116	Astrocytes
116605-Sample_116	Astrocytes
116608-Sample_116	Astrocytes
116611-Sample_116	Astrocytes
116613-Sample_116	Astrocytes
116622-Sample_116	Astrocytes
116624-Sample_116	Exc. Neurons
116637-Sample_116	Oligodendrocytes
116646-Sample_116	Exc. Neurons
116699-Sample_116	Oligodendrocytes
116719-Sample_116	Inh. Neurons
116735-Sample_116	Astrocytes
116772-Sample_116	Exc. Neurons
116786-Sample_116	Astrocytes
116797-Sample_116	Inh. Neurons
116798-Sample_116	Astrocytes
116828-Sample_116	Oligodendrocytes
116852-Sample_116	Astrocytes
116867-Sample_116	Oligodendrocytes
116917-Sample_116	Exc. Neurons
116957-Sample_116	Astrocytes
116976-Sample_116	Oligodendrocytes
116984-Sample_116	Astrocytes
116991-Sample_116	OPCs
117000-Sample_116	Astrocytes
117009-Sample_116	Astrocytes
117018-Sample_116	Astrocytes
117030-Sample_116	Microglia
117098-Sample_116	Astrocytes
117131-Sample_116	Oligodendrocytes
117141-Sample_116	Astrocytes
117200-Sample_116	Astrocytes
117231-Sample_116	Exc. Neurons
117236-Sample_116	Astrocytes
117238-Sample_116	Inh. Neurons
117242-Sample_116	Inh. Neurons
117245-Sample_116	Astrocytes
117253-Sample_116	Astrocytes
117257-Sample_116	Astrocytes
117259-Sample_116	Exc. Neurons
117271-Sample_116	Astrocytes
117281-Sample_116	Astrocytes
117347-Sample_116	Exc. Neurons
117362-Sample_116	Oligodendrocytes
117368-Sample_116	OPCs
117422-Sample_116	Exc. Neurons
117430-Sample_116	Astrocytes
117443-Sample_116	Astrocytes
117448-Sample_116	Exc. Neurons
117531-Sample_116	Astrocytes
117582-Sample_116	Oligodendrocytes
117583-Sample_116	Oligodendrocytes
117602-Sample_116	Astrocytes
117609-Sample_116	Astrocytes
117614-Sample_116	Astrocytes
117637-Sample_116	Astrocytes
117654-Sample_116	Oligodendrocytes
117679-Sample_116	Astrocytes
117694-Sample_116	Inh. Neurons
117721-Sample_116	Exc. Neurons
117758-Sample_116	OPCs
117777-Sample_116	Astrocytes
117798-Sample_116	Astrocytes
117863-Sample_116	Astrocytes
117879-Sample_116	Inh. Neurons
117886-Sample_116	Exc. Neurons
117942-Sample_116	Astrocytes
117950-Sample_116	Inh. Neurons
117994-Sample_116	Astrocytes
118013-Sample_116	Astrocytes
118020-Sample_116	Astrocytes
118065-Sample_116	Astrocytes
118072-Sample_116	Oligodendrocytes
118074-Sample_116	Oligodendrocytes
118106-Sample_116	Inh. Neurons
118164-Sample_116	Exc. Neurons
118204-Sample_116	Inh. Neurons
118231-Sample_116	Oligodendrocytes
118274-Sample_116	Astrocytes
118286-Sample_116	OPCs
118305-Sample_116	Astrocytes
118342-Sample_116	Astrocytes
118359-Sample_116	Astrocytes
118398-Sample_116	Astrocytes
118443-Sample_116	Astrocytes
118480-Sample_116	Oligodendrocytes
118483-Sample_116	Oligodendrocytes
118501-Sample_116	Exc. Neurons
118609-Sample_116	Astrocytes
118664-Sample_116	Astrocytes
118685-Sample_116	Astrocytes
118693-Sample_116	Exc. Neurons
118698-Sample_116	Astrocytes
118701-Sample_116	Inh. Neurons
118768-Sample_116	Oligodendrocytes
118769-Sample_116	Exc. Neurons
118780-Sample_116	Astrocytes
118786-Sample_116	Oligodendrocytes
118796-Sample_116	Astrocytes
118798-Sample_116	Astrocytes
118824-Sample_116	Astrocytes
118835-Sample_116	Astrocytes
118858-Sample_116	Astrocytes
118864-Sample_116	Astrocytes
118921-Sample_116	Exc. Neurons
118930-Sample_116	Astrocytes
118938-Sample_116	Astrocytes
118954-Sample_116	Exc. Neurons
118970-Sample_116	Oligodendrocytes
119048-Sample_116	Astrocytes
119059-Sample_116	Exc. Neurons
119106-Sample_116	Astrocytes
119108-Sample_116	Oligodendrocytes
119114-Sample_116	Exc. Neurons
119141-Sample_116	Exc. Neurons
119168-Sample_116	Inh. Neurons
119198-Sample_116	Exc. Neurons
119211-Sample_116	Astrocytes
119218-Sample_116	Astrocytes
119238-Sample_116	Astrocytes
119275-Sample_116	Astrocytes
119295-Sample_116	Astrocytes
119309-Sample_116	Exc. Neurons
119359-Sample_116	Astrocytes
119370-Sample_116	Astrocytes
119376-Sample_116	Astrocytes
119392-Sample_116	Oligodendrocytes
119416-Sample_116	Oligodendrocytes
119446-Sample_116	VLMCs
119452-Sample_116	Oligodendrocytes
119467-Sample_116	Oligodendrocytes
119469-Sample_116	Astrocytes
119494-Sample_116	Astrocytes
119501-Sample_116	Astrocytes
119535-Sample_116	Inh. Neurons
119537-Sample_116	Astrocytes
119564-Sample_116	Astrocytes
119576-Sample_116	Astrocytes
119604-Sample_116	Astrocytes
119614-Sample_116	Astrocytes
119617-Sample_116	Exc. Neurons
119662-Sample_116	Astrocytes
119666-Sample_116	Oligodendrocytes
119684-Sample_116	Inh. Neurons
119710-Sample_116	Astrocytes
119717-Sample_116	Astrocytes
119778-Sample_116	Oligodendrocytes
119795-Sample_116	Astrocytes
119817-Sample_116	Oligodendrocytes
119852-Sample_116	Astrocytes
119915-Sample_116	Astrocytes
119940-Sample_116	Astrocytes
119959-Sample_116	Astrocytes
119963-Sample_116	Inh. Neurons
120000-Sample_116	Astrocytes
120009-Sample_116	Astrocytes
120040-Sample_116	Oligodendrocytes
120089-Sample_116	Exc. Neurons
120096-Sample_116	Astrocytes
120100-Sample_116	Astrocytes
120112-Sample_116	Astrocytes
120117-Sample_116	Exc. Neurons
120140-Sample_116	Oligodendrocytes
120188-Sample_116	Astrocytes
120190-Sample_116	Oligodendrocytes
120191-Sample_116	Astrocytes
120212-Sample_116	Astrocytes
120222-Sample_116	Astrocytes
120245-Sample_116	Astrocytes
120279-Sample_116	Astrocytes
120280-Sample_116	Astrocytes
120305-Sample_116	Oligodendrocytes
120334-Sample_116	Astrocytes
120347-Sample_116	Oligodendrocytes
120349-Sample_116	Exc. Neurons
120359-Sample_116	Oligodendrocytes
120391-Sample_116	Astrocytes
120415-Sample_116	Astrocytes
120419-Sample_116	Astrocytes
120445-Sample_116	Astrocytes
120449-Sample_116	Exc. Neurons
120471-Sample_116	Astrocytes
120528-Sample_116	Astrocytes
120619-Sample_116	Astrocytes
120637-Sample_116	Astrocytes
120647-Sample_116	Exc. Neurons
120659-Sample_116	Oligodendrocytes
120685-Sample_116	Astrocytes
120687-Sample_116	Astrocytes
120720-Sample_116	Inh. Neurons
120733-Sample_116	Astrocytes
120756-Sample_116	Oligodendrocytes
120787-Sample_116	Inh. Neurons
120851-Sample_116	Astrocytes
120858-Sample_116	Astrocytes
120866-Sample_116	Astrocytes
120945-Sample_116	Astrocytes
120964-Sample_116	Astrocytes
120981-Sample_116	Astrocytes
120988-Sample_116	Astrocytes
121000-Sample_116	Astrocytes
121005-Sample_116	Astrocytes
121008-Sample_116	Astrocytes
121022-Sample_116	Astrocytes
121039-Sample_116	Exc. Neurons
121074-Sample_116	Astrocytes
121080-Sample_116	Inh. Neurons
121108-Sample_116	Inh. Neurons
121119-Sample_116	Oligodendrocytes
121185-Sample_116	Oligodendrocytes
121193-Sample_116	Astrocytes
121206-Sample_116	Astrocytes
121220-Sample_116	Astrocytes
121233-Sample_116	Astrocytes
121251-Sample_116	Oligodendrocytes
121259-Sample_116	Astrocytes
121313-Sample_116	Astrocytes
121315-Sample_116	Astrocytes
121321-Sample_116	Oligodendrocytes
121328-Sample_116	Astrocytes
121332-Sample_116	Astrocytes
121368-Sample_116	Astrocytes
121376-Sample_116	Astrocytes
121383-Sample_116	Astrocytes
121391-Sample_116	Astrocytes
121416-Sample_116	Astrocytes
121430-Sample_116	Astrocytes
121446-Sample_116	Astrocytes
121451-Sample_116	Astrocytes
121467-Sample_116	Astrocytes
121483-Sample_116	Inh. Neurons
121504-Sample_116	Astrocytes
121508-Sample_116	Astrocytes
121517-Sample_116	Astrocytes
121545-Sample_116	OPCs
121549-Sample_116	Oligodendrocytes
121553-Sample_116	Exc. Neurons
121563-Sample_116	OPCs
121575-Sample_116	Astrocytes
121606-Sample_116	Astrocytes
121610-Sample_116	Exc. Neurons
121616-Sample_116	Astrocytes
121637-Sample_116	Astrocytes
121649-Sample_116	Astrocytes
121670-Sample_116	Exc. Neurons
121673-Sample_116	Astrocytes
121693-Sample_116	Astrocytes
121717-Sample_116	Inh. Neurons
121733-Sample_116	Astrocytes
121735-Sample_116	Oligodendrocytes
121740-Sample_116	Oligodendrocytes
121752-Sample_116	Oligodendrocytes
121756-Sample_116	Oligodendrocytes
121762-Sample_116	Exc. Neurons
121797-Sample_116	Astrocytes
121811-Sample_116	Astrocytes
121836-Sample_116	Astrocytes
121839-Sample_116	Astrocytes
121863-Sample_116	Astrocytes
121914-Sample_116	Oligodendrocytes
121946-Sample_116	Astrocytes
121956-Sample_116	Oligodendrocytes
121969-Sample_116	Astrocytes
121972-Sample_116	Astrocytes
121980-Sample_116	Astrocytes
121982-Sample_116	Astrocytes
122000-Sample_116	Oligodendrocytes
122015-Sample_116	Astrocytes
122021-Sample_116	Astrocytes
122064-Sample_116	Astrocytes
122087-Sample_116	Astrocytes
122103-Sample_116	Astrocytes
122116-Sample_116	Oligodendrocytes
122140-Sample_116	Astrocytes
122197-Sample_116	Astrocytes
122200-Sample_116	Astrocytes
122211-Sample_116	Exc. Neurons
122263-Sample_116	Inh. Neurons
122281-Sample_116	Astrocytes
122303-Sample_116	Oligodendrocytes
122318-Sample_116	Inh. Neurons
122330-Sample_116	Microglia
122343-Sample_116	Astrocytes
122355-Sample_116	Exc. Neurons
122365-Sample_116	OPCs
122373-Sample_116	Oligodendrocytes
122389-Sample_116	Astrocytes
122393-Sample_116	Astrocytes
122405-Sample_116	Oligodendrocytes
122442-Sample_116	Astrocytes
122466-Sample_116	Oligodendrocytes
122504-Sample_116	Inh. Neurons
122518-Sample_116	Exc. Neurons
122570-Sample_116	Inh. Neurons
122589-Sample_116	Astrocytes
122624-Sample_116	Astrocytes
122626-Sample_116	Astrocytes
122632-Sample_116	Oligodendrocytes
122640-Sample_116	OPCs
122647-Sample_116	Astrocytes
122673-Sample_116	Astrocytes
122679-Sample_116	Astrocytes
122706-Sample_116	Oligodendrocytes
122754-Sample_116	Oligodendrocytes
122758-Sample_116	Oligodendrocytes
122766-Sample_116	Astrocytes
122787-Sample_116	Astrocytes
122798-Sample_116	Astrocytes
122827-Sample_116	Astrocytes
122833-Sample_116	Astrocytes
122835-Sample_116	Exc. Neurons
122842-Sample_116	Astrocytes
122858-Sample_116	Exc. Neurons
122859-Sample_116	Astrocytes
122873-Sample_116	Astrocytes
122884-Sample_116	Astrocytes
122899-Sample_116	Oligodendrocytes
122910-Sample_116	Oligodendrocytes
122916-Sample_116	Oligodendrocytes
122934-Sample_116	Astrocytes
122949-Sample_116	Astrocytes
122970-Sample_116	Astrocytes
122977-Sample_116	Astrocytes
122979-Sample_116	Astrocytes
122985-Sample_116	Oligodendrocytes
123028-Sample_116	Oligodendrocytes
123063-Sample_116	Oligodendrocytes
123099-Sample_116	OPCs
123104-Sample_116	Oligodendrocytes
123107-Sample_116	Astrocytes
123116-Sample_116	Astrocytes
123136-Sample_116	Astrocytes
123188-Sample_116	Oligodendrocytes
123234-Sample_116	Astrocytes
123237-Sample_116	Astrocytes
123256-Sample_116	Astrocytes
123270-Sample_116	Astrocytes
123277-Sample_116	Astrocytes
123328-Sample_116	Astrocytes
123358-Sample_116	Astrocytes
123362-Sample_116	Astrocytes
123366-Sample_116	Astrocytes
123371-Sample_116	Astrocytes
123397-Sample_116	Oligodendrocytes
123398-Sample_116	Astrocytes
123406-Sample_116	Exc. Neurons
123416-Sample_116	Astrocytes
123428-Sample_116	Astrocytes
123438-Sample_116	Exc. Neurons
123446-Sample_116	Astrocytes
123453-Sample_116	Astrocytes
123461-Sample_116	Astrocytes
123469-Sample_116	Astrocytes
123488-Sample_116	Oligodendrocytes
123515-Sample_116	Astrocytes
123544-Sample_116	Oligodendrocytes
123559-Sample_116	Astrocytes
123584-Sample_116	Astrocytes
123592-Sample_116	Astrocytes
123616-Sample_116	Astrocytes
123662-Sample_116	Astrocytes
123664-Sample_116	Astrocytes
123681-Sample_116	Astrocytes
123691-Sample_116	Oligodendrocytes
123707-Sample_116	OPCs
123712-Sample_116	Oligodendrocytes
123757-Sample_116	Astrocytes
123764-Sample_116	Oligodendrocytes
123787-Sample_116	Oligodendrocytes
123803-Sample_116	Astrocytes
123822-Sample_116	Astrocytes
123838-Sample_116	Oligodendrocytes
123849-Sample_116	Astrocytes
123859-Sample_116	Astrocytes
123873-Sample_116	Astrocytes
123879-Sample_116	Astrocytes
123916-Sample_116	Astrocytes
123942-Sample_116	Inh. Neurons
123998-Sample_116	Oligodendrocytes
124010-Sample_116	Astrocytes
124015-Sample_116	Oligodendrocytes
124046-Sample_116	Astrocytes
124089-Sample_116	Oligodendrocytes
124132-Sample_116	Astrocytes
124144-Sample_116	Oligodendrocytes
124185-Sample_116	Astrocytes
124198-Sample_116	Exc. Neurons
124247-Sample_116	Astrocytes
124260-Sample_116	Exc. Neurons
124302-Sample_116	Oligodendrocytes
124322-Sample_116	Astrocytes
124327-Sample_116	Oligodendrocytes
124349-Sample_116	Exc. Neurons
124354-Sample_116	Oligodendrocytes
124429-Sample_116	Astrocytes
124437-Sample_116	Oligodendrocytes
124440-Sample_116	Oligodendrocytes
124443-Sample_116	Exc. Neurons
124463-Sample_116	Astrocytes
124470-Sample_116	Exc. Neurons
124474-Sample_116	Astrocytes
124484-Sample_116	Astrocytes
124493-Sample_116	Astrocytes
124494-Sample_116	OPCs
124521-Sample_116	Astrocytes
124525-Sample_116	Oligodendrocytes
124531-Sample_116	Astrocytes
124556-Sample_116	Astrocytes
124560-Sample_116	Astrocytes
124576-Sample_116	Exc. Neurons
124602-Sample_116	OPCs
124611-Sample_116	Astrocytes
124628-Sample_116	Oligodendrocytes
124682-Sample_116	Exc. Neurons
124730-Sample_116	Astrocytes
124740-Sample_116	Astrocytes
124750-Sample_116	Astrocytes
124756-Sample_116	Astrocytes
124791-Sample_116	Astrocytes
124822-Sample_116	Astrocytes
124844-Sample_116	Astrocytes
124857-Sample_116	Oligodendrocytes
124870-Sample_116	Exc. Neurons
124890-Sample_116	Astrocytes
124897-Sample_116	Astrocytes
124900-Sample_116	Astrocytes
124912-Sample_116	Astrocytes
124937-Sample_116	Astrocytes
124949-Sample_116	Inh. Neurons
124956-Sample_116	Astrocytes
124970-Sample_116	Astrocytes
124984-Sample_116	Oligodendrocytes
124998-Sample_116	Astrocytes
125002-Sample_116	Oligodendrocytes
125003-Sample_116	Oligodendrocytes
125005-Sample_116	Astrocytes
125015-Sample_116	Microglia
125022-Sample_116	Astrocytes
125059-Sample_116	Astrocytes
125066-Sample_116	Inh. Neurons
125100-Sample_116	Astrocytes
125122-Sample_116	Inh. Neurons
125136-Sample_116	Astrocytes
125204-Sample_116	Oligodendrocytes
125243-Sample_116	Astrocytes
125255-Sample_116	Exc. Neurons
125266-Sample_116	Oligodendrocytes
125286-Sample_116	Astrocytes
125310-Sample_116	Astrocytes
125318-Sample_116	Exc. Neurons
125355-Sample_116	Astrocytes
125376-Sample_116	Exc. Neurons
125409-Sample_116	Astrocytes
125412-Sample_116	Oligodendrocytes
125422-Sample_116	Oligodendrocytes
125446-Sample_116	Astrocytes
125449-Sample_116	Astrocytes
125513-Sample_116	Astrocytes
125515-Sample_116	Inh. Neurons
125542-Sample_116	OPCs
125546-Sample_116	Exc. Neurons
125553-Sample_116	Astrocytes
125582-Sample_116	Exc. Neurons
125591-Sample_116	Inh. Neurons
125600-Sample_116	Astrocytes
125603-Sample_116	Astrocytes
125606-Sample_116	Oligodendrocytes
125607-Sample_116	Astrocytes
125610-Sample_116	Astrocytes
125671-Sample_116	Astrocytes
125731-Sample_116	Endothelial
125764-Sample_116	Astrocytes
125771-Sample_116	Oligodendrocytes
125772-Sample_116	Oligodendrocytes
125805-Sample_116	Oligodendrocytes
125811-Sample_116	Oligodendrocytes
125816-Sample_116	Oligodendrocytes
125827-Sample_116	Astrocytes
125865-Sample_116	Astrocytes
125878-Sample_116	Astrocytes
125920-Sample_116	Astrocytes
125924-Sample_116	Inh. Neurons
125959-Sample_116	Astrocytes
125962-Sample_116	Astrocytes
125989-Sample_116	Inh. Neurons
125990-Sample_116	Astrocytes
125992-Sample_116	Astrocytes
126004-Sample_116	Inh. Neurons
126031-Sample_116	Astrocytes
126049-Sample_116	Inh. Neurons
126071-Sample_116	Microglia
126074-Sample_116	Oligodendrocytes
126138-Sample_116	Astrocytes
126139-Sample_116	Astrocytes
126148-Sample_116	Astrocytes
126153-Sample_116	Astrocytes
126165-Sample_116	Oligodendrocytes
126170-Sample_116	Astrocytes
126191-Sample_116	Astrocytes
126192-Sample_116	Astrocytes
126203-Sample_116	Oligodendrocytes
126226-Sample_116	Astrocytes
126235-Sample_116	Astrocytes
126302-Sample_116	Microglia
126363-Sample_116	Astrocytes
126369-Sample_116	Astrocytes
126376-Sample_116	Astrocytes
126439-Sample_116	Astrocytes
126440-Sample_116	Astrocytes
126468-Sample_116	Astrocytes
126469-Sample_116	Astrocytes
126474-Sample_116	Oligodendrocytes
126490-Sample_116	Exc. Neurons
126500-Sample_116	VLMCs
126515-Sample_116	Astrocytes
126646-Sample_116	Astrocytes
126665-Sample_116	Astrocytes
126677-Sample_116	Astrocytes
126683-Sample_116	Astrocytes
126684-Sample_116	Astrocytes
126710-Sample_116	Astrocytes
126726-Sample_116	Astrocytes
126767-Sample_116	Astrocytes
126780-Sample_116	Astrocytes
126781-Sample_116	Astrocytes
126791-Sample_116	Astrocytes
126797-Sample_116	Exc. Neurons
126803-Sample_116	Oligodendrocytes
126804-Sample_116	Exc. Neurons
126817-Sample_116	Astrocytes
126824-Sample_116	Inh. Neurons
126905-Sample_116	Astrocytes
126921-Sample_116	Astrocytes
126927-Sample_116	Astrocytes
126938-Sample_116	Astrocytes
126948-Sample_116	Astrocytes
126950-Sample_116	Astrocytes
126964-Sample_116	Astrocytes
127060-Sample_116	Oligodendrocytes
127072-Sample_116	Oligodendrocytes
127090-Sample_116	Astrocytes
127096-Sample_116	Oligodendrocytes
127109-Sample_116	Astrocytes
127115-Sample_116	Astrocytes
127118-Sample_116	Astrocytes
127186-Sample_116	Astrocytes
127211-Sample_116	Exc. Neurons
127225-Sample_116	Oligodendrocytes
127244-Sample_116	Astrocytes
127266-Sample_116	Inh. Neurons
127317-Sample_116	Oligodendrocytes
127365-Sample_116	Astrocytes
127410-Sample_116	Exc. Neurons
127437-Sample_116	Astrocytes
127451-Sample_116	Astrocytes
127475-Sample_116	OPCs
127496-Sample_116	Oligodendrocytes
127505-Sample_116	Astrocytes
127514-Sample_116	Astrocytes
127527-Sample_116	Astrocytes
127541-Sample_116	Oligodendrocytes
127547-Sample_116	Exc. Neurons
127554-Sample_116	Astrocytes
127556-Sample_116	Astrocytes
127596-Sample_116	Astrocytes
127598-Sample_116	Oligodendrocytes
127622-Sample_116	Astrocytes
127669-Sample_116	OPCs
127679-Sample_116	Astrocytes
127721-Sample_116	Oligodendrocytes
127751-Sample_116	Exc. Neurons
127837-Sample_116	Astrocytes
127840-Sample_116	Astrocytes
127856-Sample_116	Exc. Neurons
127861-Sample_116	Inh. Neurons
127898-Sample_116	Oligodendrocytes
127913-Sample_116	Astrocytes
127929-Sample_116	Oligodendrocytes
127940-Sample_116	Astrocytes
127952-Sample_116	Oligodendrocytes
127966-Sample_116	Astrocytes
127976-Sample_116	Inh. Neurons
127983-Sample_116	Oligodendrocytes
128006-Sample_116	Oligodendrocytes
128019-Sample_116	Astrocytes
128026-Sample_116	Oligodendrocytes
128066-Sample_116	Oligodendrocytes
128069-Sample_116	Astrocytes
128093-Sample_116	Oligodendrocytes
128158-Sample_116	VLMCs
128175-Sample_116	Astrocytes
128210-Sample_116	OPCs
128228-Sample_116	Exc. Neurons
128236-Sample_116	Astrocytes
128290-Sample_116	Exc. Neurons
128312-Sample_116	Astrocytes
128316-Sample_116	Astrocytes
128339-Sample_116	Oligodendrocytes
128359-Sample_116	Astrocytes
128360-Sample_116	Astrocytes
128381-Sample_116	Astrocytes
128382-Sample_116	Astrocytes
128416-Sample_116	Oligodendrocytes
128464-Sample_116	Astrocytes
128469-Sample_116	Astrocytes
128470-Sample_116	Inh. Neurons
128490-Sample_116	Exc. Neurons
128491-Sample_116	Astrocytes
128526-Sample_116	Oligodendrocytes
128607-Sample_116	Oligodendrocytes
128627-Sample_116	Exc. Neurons
128634-Sample_116	Astrocytes
128644-Sample_116	Oligodendrocytes
128664-Sample_116	Oligodendrocytes
128704-Sample_116	Astrocytes
128711-Sample_116	Astrocytes
128717-Sample_116	Astrocytes
128730-Sample_116	Astrocytes
128787-Sample_116	Astrocytes
128814-Sample_116	Exc. Neurons
128824-Sample_116	Oligodendrocytes
128853-Sample_116	Astrocytes
128862-Sample_116	Astrocytes
128870-Sample_116	Astrocytes
128884-Sample_116	Astrocytes
128891-Sample_116	Astrocytes
128907-Sample_116	Oligodendrocytes
128944-Sample_116	Inh. Neurons
128963-Sample_116	Inh. Neurons
128988-Sample_116	OPCs
129038-Sample_116	Inh. Neurons
129062-Sample_116	Astrocytes
129082-Sample_116	Astrocytes
129086-Sample_116	Astrocytes
129145-Sample_116	Microglia
129163-Sample_116	Astrocytes
129204-Sample_116	Astrocytes
129219-Sample_116	Oligodendrocytes
129236-Sample_116	Oligodendrocytes
129240-Sample_116	Astrocytes
